percent,NoisyBT_acc_mean,NoisyBT_acc_std,NoisyBT_wacc_mean,NoisyBT_wacc_std,NoisyBT_tau_mean,NoisyBT_tau_std
10,0.6946101784706116,0.0,0.7556459903717041,0.0,0.36742750769579074,0.0
