percent,NoisyBT_acc_mean,NoisyBT_acc_std,NoisyBT_wacc_mean,NoisyBT_wacc_std,NoisyBT_tau_mean,NoisyBT_tau_std
10,0.6943174004554749,0.0,0.7554371356964111,0.0,0.3668764204472737,0.0
