Method,acc_mean,acc_std,wacc_mean,wacc_std,tau_mean,tau_std
HTCV,0.791709840297699,0.0,0.8732934594154358,0.0,0.5786494276101926,0.0
HBTL,0.7920328378677368,0.0,0.8734515309333801,0.0,0.5792902305596876,0.0
PGEM,0.7921259999275208,0.0,0.8736113905906677,0.0,0.5794750337386451,0.0
BT,0.7900682687759399,0.0,0.8719562292098999,0.0,0.5753930665630511,0.0
BARP,0.7908041477203369,0.0,0.8726015090942383,0.0,0.5768528788223168,0.0
RC,0.7804015278816223,0.0,0.8644048571586609,0.0,0.5582073434385082,0.0
CrowdBT,0.7917298078536987,0.0,0.8730530738830566,0.0,0.5786890421159417,0.0
FactorBT,0.7916303873062134,0.0,0.8729999661445618,0.0,0.578491747529307,0.0
